lemma,en_US,en_GB,en_AU,en_CA,notes
perotic,perotic,preotic,,,
peroxidize,peroxidize,peroxidize,,,
peroxidized,peroxidized,peroxidized,,,
peroxidizing,peroxidizing,peroxidizing,,,
peroxidizes,peroxidizes,peroxidizes,,,
peroxidizement,peroxidizement,peroxidizement,,,
peroxidizements,peroxidizements,peroxidizements,,,
peroxidizement's,peroxidizement's,peroxidizement's,,,
perpend,perpend,prepend,,,
perpended,perpended,prepended,,,
perpending,perpending,prepending,,,
perpense,perpense,prepense,,,
perperfect,perperfect,preperfect,,,
perse,perse,prese,,,
persolve,persolve,presolve,,,
personalization,personalization,personalization,,,
personalizations,personalizations,personalizations,,,
personalization's,personalization's,personalization's,,,
personalize,personalize,personalize,,,
personalized,personalized,personalized,,,
personalizing,personalizing,personalizing,,,
personalizes,personalizes,personalizes,,,
personization,personization,personization,,,
personizations,personizations,personizations,,,
personization's,personization's,personization's,,,
personize,personize,personize,,,
personized,personized,personized,,,
personizing,personizing,personizing,,,
personizes,personizes,personizes,,,
perst,perst,prest,,,
perv,perv,prev,,,
perve,perve,preve,,,
perved,perved,preved,,,
perving,perving,preving,,,
perves,perves,preves,,,
perviable,perviable,previable,,,
perviousness,perviousness,previousness,,,
perviousnesses,perviousnesses,previousnesses,,,
petaled,petaled,petalled,,,
petling,petling,poetling,,,
petrolization,petrolization,petrolization,,,
petrolizations,petrolizations,petrolizations,,,
petrolization's,petrolization's,petrolization's,,,
petrolize,petrolize,petrolize,,,
petrolizes,petrolizes,petrolizes,,,
phacochere,phacochere,phacochoere,,,
phacocherine,phacocherine,phacochoerine,,,
phagedena,phagedena,phagedaena,,,
phagedenas,phagedenas,phagedaenas,,,
phagedenic,phagedenic,phagedaenic,,,
phagedenical,phagedenical,phagedaenical,,,
phagedenous,phagedenous,phagedaenous,,,
phagocytize,phagocytize,phagocytize,,,
phagocytizes,phagocytizes,phagocytizes,,,
phantomize,phantomize,phantomize,,,
phantomizes,phantomizes,phantomizes,,,
phantomizer,phantomizer,phantomizer,,,
phantomizers,phantomizers,phantomizers,,,
pharmacopeian,pharmacopeian,pharmacopoeian,,,
pharmacopoeial,pharmacopoeial,pharmacopoeial,,,
phelonion,phelonion,phaelonion,,,
phelonions,phelonions,phaelonions,,,
phenicia,phenicia,phoenicia,,,
phenicopter,phenicopter,phoenicopter,,,
phenogam,phenogam,phaenogam,,,
phenogams,phenogams,phaenogams,,,
phenogenesis,phenogenesis,phaenogenesis,,,
phenogenetic,phenogenetic,phaenogenetic,,,
phenolization,phenolization,phenolization,,,
phenolizations,phenolizations,phenolizations,,,
phenolization's,phenolization's,phenolization's,,,
phenolize,phenolize,phenolize,,,
phenolizes,phenolizes,phenolizes,,,
phenological,phenological,phaenological,,,
phenology,phenology,phaenology,,,
phenologies,phenologies,phaenologies,,,
phenomenalization,phenomenalization,phenomenalization,,,
phenomenalizations,phenomenalizations,phenomenalizations,,,
phenomenalization's,phenomenalization's,phenomenalization's,,,
phenomenalize,phenomenalize,phenomenalize,,,
phenomenalized,phenomenalized,phenomenalized,,,
phenomenalizing,phenomenalizing,phenomenalizing,,,
phenomenalizes,phenomenalizes,phenomenalizes,,,
phenomenism,phenomenism,phaenomenism,,,
phenomenize,phenomenize,phenomenize,,,
phenomenized,phenomenized,phenomenized,,,
phenomenizing,phenomenizing,phenomenizing,,,
phenomenizes,phenomenizes,phenomenizes,,,
phenozygous,phenozygous,phaenozygous,,,
pheophyl,pheophyl,phaeophyl,,,
pheophyll,pheophyll,phaeophyll,,,
pheophytin,pheophytin,phaeophytin,,,
phiale,phiale,phialae,,,
philanthropize,philanthropize,philanthropize,,,
philanthropized,philanthropized,philanthropized,,,
philanthropizing,philanthropizing,philanthropizing,,,
philanthropizes,philanthropizes,philanthropizes,,,
philopena,philopena,philopoena,,,
philopenas,philopenas,philopoenas,,,
philosophization,philosophization,philosophization,,,
philosophizations,philosophizations,philosophizations,,,
philosophization's,philosophization's,philosophization's,,,
philosophize,philosophize,philosophize,,,
philosophized,philosophized,philosophized,,,
philosophizing,philosophizing,philosophizing,,,
philosophizes,philosophizes,philosophizes,,,
philosophizer,philosophizer,philosophizer,,,
philosophizers,philosophizers,philosophizers,,,
philosophizer's,philosophizer's,philosophizer's,,,
phlebotomization,phlebotomization,phlebotomization,,,
phlebotomizations,phlebotomizations,phlebotomizations,,,
phlebotomization's,phlebotomization's,phlebotomization's,,,
phlebotomize,phlebotomize,phlebotomize,,,
phlebotomized,phlebotomized,phlebotomized,,,
phlebotomizing,phlebotomizing,phlebotomizing,,,
phlebotomizes,phlebotomizes,phlebotomizes,,,
phleum,phleum,phloeum,,,
phlyctena,phlyctena,phlyctaena,,,
phlyctenae,phlyctenae,phlyctaenae,,,
phlyctena's,phlyctena's,phlyctaena's,,,
phlyctenula,phlyctenula,phlyctaenula,,,
phonemicization,phonemicization,phonemicization,,,
phonemicizations,phonemicizations,phonemicizations,,,
phonemicize,phonemicize,phonemicize,,,
phonemicized,phonemicized,phonemicized,,,
phonemicizing,phonemicizing,phonemicizing,,,
phonemicizes,phonemicizes,phonemicizes,,,
phoneticization,phoneticization,phoneticization,,,
phoneticizations,phoneticizations,phoneticizations,,,
phoneticization's,phoneticization's,phoneticization's,,,
phoneticize,phoneticize,phoneticize,,,
phoneticized,phoneticized,phoneticized,,,
phoneticizing,phoneticizing,phoneticizing,,,
phoneticizes,phoneticizes,phoneticizes,,,
phonetization,phonetization,phonetization,,,
phonetizations,phonetizations,phonetizations,,,
phonetize,phonetize,phonetize,,,
phonetized,phonetized,phonetized,,,
phonetizing,phonetizing,phonetizing,,,
phonetizes,phonetizes,phonetizes,,,
phony,phony,phoney,,phony,
phonies,phonies,phoneys,,phonies,
phony's,phony's,phoney's,,phony's,
phorrhea,phorrhea,phorrhoea,,,
phosphatization,phosphatization,phosphatization,,,
phosphatizations,phosphatizations,phosphatizations,,,
phosphatization's,phosphatization's,phosphatization's,,,
phosphatize,phosphatize,phosphatize,,,
phosphatized,phosphatized,phosphatized,,,
phosphatizing,phosphatizing,phosphatizing,,,
phosphatizes,phosphatizes,phosphatizes,,,
phosphorize,phosphorize,phosphorize,,,
phosphorized,phosphorized,phosphorized,,,
phosphorizing,phosphorizing,phosphorizing,,,
phosphorizes,phosphorizes,phosphorizes,,,
photesthesis,photesthesis,photaesthesis,,,
photesthesis,photesthesis,photoesthesis,,,
photocatalyzer,photocatalyzer,photocatalyser,,,
photocatalyzers,photocatalyzers,photocatalysers,,,
photocatalyzer's,photocatalyzer's,photocatalyser's,,,
photoesthetic,photoesthetic,photoaesthetic,,,
photographize,photographize,photographize,,,
photographizes,photographizes,photographizes,,,
photoionization,photoionization,photoionization,,,
photoionizations,photoionizations,photoionizations,,,
photoionization's,photoionization's,photoionization's,,,
photoisomerization,photoisomerization,photoisomerization,,,
photoisomerizations,photoisomerizations,photoisomerizations,,,
photoisomerization's,photoisomerization's,photoisomerization's,,,
photolabeled,photolabeled,photolabelled,,,
photolabeler,photolabeler,photolabeller,,,
photolabeling,photolabeling,photolabelling,,,
photolyzable,photolyzable,photolysable,,,
photolyze,photolyze,photolyse,,,
photolyzed,photolyzed,photolysed,,,
photolyzing,photolyzing,photolysing,,,
photolyzes,photolyzes,photolyses,,,
photopolymerization,photopolymerization,photopolymerization,,,
photopolymerizations,photopolymerizations,photopolymerizations,,,
photopolymerization's,photopolymerization's,photopolymerization's,,,
photosensitization,photosensitization,photosensitization,,,
photosensitizations,photosensitizations,photosensitizations,,,
photosensitization's,photosensitization's,photosensitization's,,,
photosensitize,photosensitize,photosensitize,,,
photosensitized,photosensitized,photosensitized,,,
photosensitizing,photosensitizing,photosensitizing,,,
photosensitizes,photosensitizes,photosensitizes,,,
photosensitizer,photosensitizer,photosensitizer,,,
photosensitizers,photosensitizers,photosensitizers,,,
photosensitizer's,photosensitizer's,photosensitizer's,,,
photosynthesize,photosynthesize,photosynthesize,,,
photosynthesized,photosynthesized,photosynthesized,,,
photosynthesizing,photosynthesizing,photosynthesizing,,,
photosynthesizes,photosynthesizes,photosynthesizes,,,
phrenologize,phrenologize,phrenologize,,,
phrenologized,phrenologized,phrenologized,,,
phrenologizing,phrenologizing,phrenologizing,,,
phrenologizes,phrenologizes,phrenologizes,,,
phytoecology,phytoecology,phytooecology,,,
phytohemagglutinin,phytohemagglutinin,phytohaemagglutinin,,,
piarhemic,piarhemic,piarhaemic,,,
piaster,piaster,piastre,,,
piasters,piasters,piastres,,,
piaster's,piaster's,piastre's,,,
picogram,picogram,picogramme,,picogram,
picograms,picograms,picogrammes,,picograms,
picogram's,picogram's,picogramme's,,picogram's,
picometer,picometer,picometre,,,
picometers,picometers,picometres,,,
picometer's,picometer's,picometre's,,,
pictorialization,pictorialization,pictorialization,,,
pictorializations,pictorializations,pictorializations,,,
pictorialization's,pictorialization's,pictorialization's,,,
pictorialize,pictorialize,pictorialize,,,
pictorialized,pictorialized,pictorialized,,,
pictorializing,pictorializing,pictorializing,,,
pictorializes,pictorializes,pictorializes,,,
picturization,picturization,picturization,,,
picturizations,picturizations,picturizations,,,
picturization's,picturization's,picturization's,,,
picturize,picturize,picturize,,,
picturized,picturized,picturized,,,
picturizing,picturizing,picturizing,,,
picturizes,picturizes,picturizes,,,
pidginization,pidginization,pidginization,,,
pidginizations,pidginizations,pidginizations,,,
pidginization's,pidginization's,pidginization's,,,
pidginize,pidginize,pidginize,,,
pidginized,pidginized,pidginized,,,
pidginizing,pidginizing,pidginizing,,,
pidginizes,pidginizes,pidginizes,,,
pigmean,pigmean,pigmaean,,,
pigmentize,pigmentize,pigmentize,,,
pigmentizes,pigmentizes,pigmentizes,,,
pilgrimize,pilgrimize,pilgrimize,,,
pilgrimized,pilgrimized,pilgrimized,,,
pilgrimizing,pilgrimizing,pilgrimizing,,,
pilgrimizes,pilgrimizes,pilgrimizes,,,
pillarize,pillarize,pillarize,,,
pillarizes,pillarizes,pillarizes,,,
pillorize,pillorize,pillorize,,,
pillorized,pillorized,pillorized,,,
pillorizing,pillorizing,pillorizing,,,
pillorizes,pillorizes,pillorizes,,,
pillowbeer,pillowbeer,pillowbere,,,
pinnule,pinnule,pinnulae,,,
piratize,piratize,piratize,,,
piratizes,piratizes,piratizes,,,
piscine,piscine,piscinae,,,
pistoled,pistoled,pistolled,,,
pistoling,pistoling,pistolling,,,
pizes,pizes,pizes,,,
plage,plage,plagae,,,
plagiarization,plagiarization,plagiarization,,,
plagiarizations,plagiarizations,plagiarizations,,,
plagiarization's,plagiarization's,plagiarization's,,,
plagiarize,plagiarize,plagiarize,,,
plagiarized,plagiarized,plagiarized,,,
plagiarizing,plagiarizing,plagiarizing,,,
plagiarizes,plagiarizes,plagiarizes,,,
plagiarizer,plagiarizer,plagiarizer,,,
plagiarizers,plagiarizers,plagiarizers,,,
plagiarizer's,plagiarizer's,plagiarizer's,,,
plantule,plantule,plantulae,,,
plasmapheresis,plasmapheresis,plasmaphaeresis,,,
plasmolyze,plasmolyze,plasmolyse,,,
plasmolyzed,plasmolyzed,plasmolysed,,,
plasmolyzing,plasmolyzing,plasmolysing,,,
plasmolyzes,plasmolyzes,plasmolyses,,,
plasticization,plasticization,plasticization,,,
plasticizations,plasticizations,plasticizations,,,
plasticization's,plasticization's,plasticization's,,,
plasticize,plasticize,plasticize,,,
plasticized,plasticized,plasticized,,,
plasticizing,plasticizing,plasticizing,,,
plasticizes,plasticizes,plasticizes,,,
plasticizer,plasticizer,plasticizer,,,
plasticizers,plasticizers,plasticizers,,,
plasticizer's,plasticizer's,plasticizer's,,,
platea,platea,plataea,,,
platinization,platinization,platinization,,,
platinizations,platinizations,platinizations,,,
platinization's,platinization's,platinization's,,,
platinize,platinize,platinize,,,
platinized,platinized,platinized,,,
platinizing,platinizing,platinizing,,,
platinizes,platinizes,platinizes,,,
platitudinization,platitudinization,platitudinization,,,
platitudinizations,platitudinizations,platitudinizations,,,
platitudinization's,platitudinization's,platitudinization's,,,
platitudinize,platitudinize,platitudinize,,,
platitudinized,platitudinized,platitudinized,,,
platitudinizing,platitudinizing,platitudinizing,,,
platitudinizes,platitudinizes,platitudinizes,,,
platitudinizer,platitudinizer,platitudinizer,,,
platitudinizer's,platitudinizer's,platitudinizer's,,,
platonization,platonization,platonization,,,
platonize,platonize,platonize,,,
platonized,platonized,platonized,,,
platonizing,platonizing,platonizing,,,
platonizes,platonizes,platonizes,,,
platycelian,platycelian,platycoelian,,,
platycelous,platycelous,platycoelous,,,
plebeianization,plebeianization,plebeianization,,,
plebeianization's,plebeianization's,plebeianization's,,,
plebeianize,plebeianize,plebeianize,,,
plebeianized,plebeianized,plebeianized,,,
plebeianizing,plebeianizing,plebeianizing,,,
plebeianizes,plebeianizes,plebeianizes,,,
pleuroperitoneal,pleuroperitoneal,pleuroperitonaeal,,,
plow,plow,plough,,plow,
plowed,plowed,ploughed,,plowed,
plowing,plowing,ploughing,,plowing,
plow's,plow's,plough's,,plow's,
plowing's,plowing's,ploughing's,,plowing's,
plows,plows,ploughs,,plows,
plowable,plowable,ploughable,,plowable,
plowboy,plowboy,ploughboy,,,
plowboys,plowboys,ploughboys,,,
plowboy's,plowboy's,ploughboy's,,,
plower,plower,plougher,,plower,
plowers,plowers,ploughers,,plowers,
plower's,plower's,plougher's,,plower's,
plowhead,plowhead,ploughhead,,,
plowman,plowman,ploughman,,ploughman,
plowmen,plowmen,ploughmen,,ploughmen,
plowman's,plowman's,ploughman's,,ploughman's,
plowshare,plowshare,ploughshare,,ploughshare,
plowshares,plowshares,ploughshares,,ploughshares,
plowshare's,plowshare's,ploughshare's,,ploughshare's,
plumule,plumule,plumulae,,,
pluralization,pluralization,pluralization,,,
pluralizations,pluralizations,pluralizations,,,
pluralization's,pluralization's,pluralization's,,,
pluralize,pluralize,pluralize,,,
pluralized,pluralized,pluralized,,,
pluralizing,pluralizing,pluralizing,,,
pluralizes,pluralizes,pluralizes,,,
pluralizer,pluralizer,pluralizer,,,
pluralizers,pluralizers,pluralizers,,,
pluralizer's,pluralizer's,pluralizer's,,,
poeticization,poeticization,poeticization,,,
poeticize,poeticize,poeticize,,,
poeticized,poeticized,poeticized,,,
poeticizing,poeticizing,poeticizing,,,
poeticizes,poeticizes,poeticizes,,,
poetization,poetization,poetization,,,
poetizations,poetizations,poetizations,,,
poetization's,poetization's,poetization's,,,
poetize,poetize,poetize,,,
poetized,poetized,poetized,,,
poetizing,poetizing,poetizing,,,
poetizes,poetizes,poetizes,,,
poetizer,poetizer,poetizer,,,
poetizers,poetizers,poetizers,,,
poetizer's,poetizer's,poetizer's,,,
pogromize,pogromize,pogromize,,,
pogromizes,pogromizes,pogromizes,,,
polarizability,polarizability,polarizability,,,
polarizabilities,polarizabilities,polarizabilities,,,
polarizability's,polarizability's,polarizability's,,,
polarizable,polarizable,polarizable,,,
polarizables,polarizables,polarizables,,,
polarizable's,polarizable's,polarizable's,,,
polarization,polarization,polarization,,,
polarizations,polarizations,polarizations,,,
