variant_id,lemma,type,en_US,en_GB,en_AU,en_CA,notes,source
spelling_only-04333,likableness,spelling_only,likableness,likeableness,,,,scowl_varcon
spelling_only-04335,likableness's,spelling_only,likableness's,likeableness's,,,,scowl_varcon
spelling_only-04334,likablenesses,spelling_only,likablenesses,likeablenesses,,,,scowl_varcon
spelling_only-04336,linge,spelling_only,linge,lingoe,,,,scowl_varcon
spelling_only-04337,lipemia,spelling_only,lipemia,lipaemia,,,,scowl_varcon
spelling_only-04338,lipemic,spelling_only,lipemic,lipaemic,,,,scowl_varcon
spelling_only-04339,lipoidemia,spelling_only,lipoidemia,lipoidaemia,,,,scowl_varcon
spelling_only-04341,liquefied,spelling_only,liquefied,liquified,,liquefied,,scowl_varcon
spelling_only-04343,liquefies,spelling_only,liquefies,liquifies,,liquefies,,scowl_varcon
spelling_only-04340,liquefy,spelling_only,liquefy,liquify,,liquefy,,scowl_varcon
spelling_only-04342,liquefying,spelling_only,liquefying,liquifying,,liquefying,,scowl_varcon
spelling_only-04344,lissome,spelling_only,lissome,lissom,,lissome,,scowl_varcon
spelling_only-04345,lissomeness,spelling_only,lissomeness,lissomness,,lissomeness,,scowl_varcon
spelling_only-04346,lissomenesses,spelling_only,lissomenesses,lissomnesses,,lissomenesses,,scowl_varcon
spelling_only-04347,liter's,spelling_only,liter's,litre's,,,,scowl_varcon
spelling_only-04348,lithed,spelling_only,lithed,lithoed,,,,scowl_varcon
spelling_only-04349,lithemia,spelling_only,lithemia,lithaemia,,,,scowl_varcon
spelling_only-04350,lithemic,spelling_only,lithemic,lithaemic,,,,scowl_varcon
spelling_only-04351,lithopedion,spelling_only,lithopedion,lithopaedion,,,,scowl_varcon
spelling_only-04352,lithopedium,spelling_only,lithopedium,lithopaedium,,,,scowl_varcon
spelling_only-04353,lithophyse,spelling_only,lithophyse,lithophysae,,,,scowl_varcon
spelling_only-04354,livable,spelling_only,livable,liveable,,livable,,scowl_varcon
spelling_only-04355,lodicule,spelling_only,lodicule,lodiculae,,,,scowl_varcon
spelling_only-04356,loed,spelling_only,loed,looed,,,,scowl_varcon
spelling_only-04357,logopedic,spelling_only,logopedic,logopaedic,,,,scowl_varcon
spelling_only-04358,logopedics,spelling_only,logopedics,logopaedics,,,,scowl_varcon
spelling_only-04359,logopedics's,spelling_only,logopedics's,logopaedics's,,,,scowl_varcon
spelling_only-04360,logorrhea,spelling_only,logorrhea,logorrhoea,,logorrhea,,scowl_varcon
spelling_only-04362,logorrhea's,spelling_only,logorrhea's,logorrhoea's,,logorrhea's,,scowl_varcon
spelling_only-04361,logorrheas,spelling_only,logorrheas,logorrhoeas,,logorrheas,,scowl_varcon
spelling_only-04363,longeval,spelling_only,longeval,longaeval,,,,scowl_varcon
spelling_only-04364,longevous,spelling_only,longevous,longaevous,,,,scowl_varcon
spelling_only-04365,lordy,spelling_only,lordy,lourdy,,,,scowl_varcon
spelling_only-04366,lorings,spelling_only,lorings,lourings,,,,scowl_varcon
spelling_only-04367,lory,spelling_only,lory,loury,,,,scowl_varcon
spelling_only-04368,louter,spelling_only,louter,loutre,,,,scowl_varcon
spelling_only-04372,louver's,spelling_only,louver's,louvre's,,louvre's,,scowl_varcon
spelling_only-04373,lunule,spelling_only,lunule,lunulae,,,,scowl_varcon
spelling_only-04374,lupine,spelling_only,lupine,lupin,,lupine,,scowl_varcon
spelling_only-04377,luster's,spelling_only,luster's,lustre's,,,,scowl_varcon
spelling_only-04375,lustered,spelling_only,lustered,lustred,,,,scowl_varcon
spelling_only-04376,lustering,spelling_only,lustering,lustring,,,,scowl_varcon
spelling_only-04378,lustering's,spelling_only,lustering's,lustring's,,,,scowl_varcon
spelling_only-04380,lusterless,spelling_only,lusterless,lustreless,,,,scowl_varcon
spelling_only-04381,lusterlesser,spelling_only,lusterlesser,lustrelesser,,,,scowl_varcon
spelling_only-04382,lusterlessest,spelling_only,lusterlessest,lustrelessest,,,,scowl_varcon
spelling_only-04379,lusters,spelling_only,lusters,lustres,,,,scowl_varcon
spelling_only-04383,lusterware,spelling_only,lusterware,lustreware,,,,scowl_varcon
spelling_only-04385,lusterware's,spelling_only,lusterware's,lustreware's,,,,scowl_varcon
spelling_only-04384,lusterwares,spelling_only,lusterwares,lustrewares,,,,scowl_varcon
spelling_only-04386,lutrine,spelling_only,lutrine,lutrinae,,,,scowl_varcon
spelling_only-04387,lymphedema,spelling_only,lymphedema,lymphoedema,,,,scowl_varcon
spelling_only-04388,lymphemia,spelling_only,lymphemia,lymphaemia,,,,scowl_varcon
spelling_only-04389,macrander,spelling_only,macrander,macrandre,,,,scowl_varcon
spelling_only-04390,macule,spelling_only,macule,maculae,,,,scowl_varcon
spelling_only-04391,maed,spelling_only,maed,maaed,,,,scowl_varcon
spelling_only-04392,maiger,spelling_only,maiger,maigre,,,,scowl_varcon
spelling_only-04393,mainor,spelling_only,mainor,mainour,,,,scowl_varcon
spelling_only-04394,mainors,spelling_only,mainors,mainours,,,,scowl_varcon
spelling_only-04395,maisters,spelling_only,maisters,maistres,,,,scowl_varcon
spelling_only-04396,majuscule,spelling_only,majuscule,majusculae,,,,scowl_varcon
spelling_only-04397,malodor,spelling_only,malodor,malodour,,,,scowl_varcon
spelling_only-04399,malodor's,spelling_only,malodor's,malodour's,,,,scowl_varcon
spelling_only-04400,malodorousness,spelling_only,malodorousness,malodourousness,,,,scowl_varcon
spelling_only-04398,malodors,spelling_only,malodors,malodours,,,,scowl_varcon
spelling_only-04401,mandoer,spelling_only,mandoer,mandore,,,,scowl_varcon
spelling_only-04407,maneuver's,spelling_only,maneuver's,manoeuvre's,,manoeuvre's,,scowl_varcon
spelling_only-04408,maneuverabilities,spelling_only,maneuverabilities,manoeuvrabilities,,,,scowl_varcon
spelling_only-04409,maneuverability's,spelling_only,maneuverability's,manoeuvrability's,,,,scowl_varcon
spelling_only-04410,maneuverabler,spelling_only,maneuverabler,manoeuvrabler,,,,scowl_varcon
spelling_only-04411,maneuverablest,spelling_only,maneuverablest,manoeuvrablest,,,,scowl_varcon
spelling_only-04412,maneuverer,spelling_only,maneuverer,manoeuvrer,,,,scowl_varcon
spelling_only-04414,maneuverer's,spelling_only,maneuverer's,manoeuvrer's,,,,scowl_varcon
spelling_only-04413,maneuverers,spelling_only,maneuverers,manoeuvrers,,,,scowl_varcon
spelling_only-04415,manila,spelling_only,manila,manilla,,manila,,scowl_varcon
spelling_only-04416,manila's,spelling_only,manila's,manilla's,,manila's,,scowl_varcon
spelling_only-04417,mantes,spelling_only,mantes,mantoes,,,,scowl_varcon
spelling_only-04418,margarite,spelling_only,margarite,margaritae,,,,scowl_varcon
spelling_only-04419,marveler,spelling_only,marveler,marveller,,,,scowl_varcon
spelling_only-04420,marvelouser,spelling_only,marvelouser,marvellouser,,,,scowl_varcon
spelling_only-04421,marvelousest,spelling_only,marvelousest,marvellousest,,,,scowl_varcon
spelling_only-04422,marvelouslier,spelling_only,marvelouslier,marvellouslier,,,,scowl_varcon
spelling_only-04423,marvelousliest,spelling_only,marvelousliest,marvellousliest,,,,scowl_varcon
spelling_only-04424,marvelousness,spelling_only,marvelousness,marvellousness,,,,scowl_varcon
spelling_only-04426,marvelousness's,spelling_only,marvelousness's,marvellousness's,,,,scowl_varcon
spelling_only-04425,marvelousnesses,spelling_only,marvelousnesses,marvellousnesses,,,,scowl_varcon
spelling_only-04429,mat,spelling_only,mat,matt,,matte,,scowl_varcon
spelling_only-04427,maters,spelling_only,maters,matres,,,,scowl_varcon
spelling_only-04430,mats,spelling_only,mats,matts,,mattes,,scowl_varcon
spelling_only-04431,mauger,spelling_only,mauger,maugre,,,,scowl_varcon
spelling_only-04433,meagerrer,spelling_only,meagerrer,meagrer,,meagrer,,scowl_varcon
spelling_only-04434,meagerrest,spelling_only,meagerrest,meagrest,,meagrest,,scowl_varcon
spelling_only-04435,meandrine,spelling_only,meandrine,maeandrine,,,,scowl_varcon
spelling_only-04436,meandriniform,spelling_only,meandriniform,maeandriniform,,,,scowl_varcon
spelling_only-04437,meck,spelling_only,meck,moeck,,,,scowl_varcon
spelling_only-04438,medaled,spelling_only,medaled,medalled,,,,scowl_varcon
spelling_only-04439,medaling,spelling_only,medaling,medalling,,,,scowl_varcon
spelling_only-04440,medalist,spelling_only,medalist,medallist,,,,scowl_varcon
spelling_only-04442,medalist's,spelling_only,medalist's,medallist's,,,,scowl_varcon
spelling_only-04441,medalists,spelling_only,medalists,medallists,,,,scowl_varcon
spelling_only-04443,medievalism,spelling_only,medievalism,mediaevalism,,,,scowl_varcon
spelling_only-04445,medievalism's,spelling_only,medievalism's,mediaevalism's,,,,scowl_varcon
spelling_only-04444,medievalisms,spelling_only,medievalisms,mediaevalisms,,,,scowl_varcon
spelling_only-04446,medievally,spelling_only,medievally,mediaevally,,,,scowl_varcon
spelling_only-04447,megameter,spelling_only,megameter,megametre,,,,scowl_varcon
spelling_only-04448,megbote,spelling_only,megbote,maegbote,,,,scowl_varcon
spelling_only-04449,megerg,spelling_only,megerg,megaerg,,,,scowl_varcon
spelling_only-04450,melanemia,spelling_only,melanemia,melanaemia,,,,scowl_varcon
spelling_only-04451,melanemic,spelling_only,melanemic,melanaemic,,,,scowl_varcon
spelling_only-04452,mele,spelling_only,mele,meloe,,,,scowl_varcon
spelling_only-04453,melena,spelling_only,melena,melaena,,,,scowl_varcon
spelling_only-04454,melenic,spelling_only,melenic,melaenic,,,,scowl_varcon
spelling_only-04455,meline,spelling_only,meline,melinae,,,,scowl_varcon
spelling_only-04456,melitemia,spelling_only,melitemia,melitaemia,,,,scowl_varcon
spelling_only-04457,melithemia,spelling_only,melithemia,melithaemia,,,,scowl_varcon
spelling_only-04458,mellon,spelling_only,mellon,moellon,,,,scowl_varcon
spelling_only-04459,menad,spelling_only,menad,maenad,,,,scowl_varcon
spelling_only-04461,menad's,spelling_only,menad's,maenad's,,,,scowl_varcon
spelling_only-04462,menadic,spelling_only,menadic,maenadic,,,,scowl_varcon
spelling_only-04460,menads,spelling_only,menads,maenads,,,,scowl_varcon
spelling_only-04463,meningorrhea,spelling_only,meningorrhea,meningorrhoea,,,,scowl_varcon
spelling_only-04464,menorrhea,spelling_only,menorrhea,menorrhoea,,,,scowl_varcon
spelling_only-04465,menorrheas,spelling_only,menorrheas,menorrhoeas,,,,scowl_varcon
spelling_only-04466,menorrheic,spelling_only,menorrheic,menorrhoeic,,,,scowl_varcon
spelling_only-04467,mense,spelling_only,mense,mensae,,,,scowl_varcon
spelling_only-04468,meow,spelling_only,meow,miaow,,meow,,scowl_varcon
spelling_only-04472,meow's,spelling_only,meow's,miaow's,,meow's,,scowl_varcon
spelling_only-04469,meowed,spelling_only,meowed,miaowed,,meowed,,scowl_varcon
spelling_only-04470,meowing,spelling_only,meowing,miaowing,,meowing,,scowl_varcon
spelling_only-04471,meows,spelling_only,meows,miaows,,meows,,scowl_varcon
spelling_only-04473,mephitine,spelling_only,mephitine,mephitinae,,,,scowl_varcon
spelling_only-04474,mesoglea,spelling_only,mesoglea,mesogloea,,,,scowl_varcon
spelling_only-04476,mesogleal,spelling_only,mesogleal,mesogloeal,,,,scowl_varcon
spelling_only-04475,mesogleas,spelling_only,mesogleas,mesogloeas,,,,scowl_varcon
spelling_only-04477,metacenter,spelling_only,metacenter,metacentre,,,,scowl_varcon
spelling_only-04479,metacenter's,spelling_only,metacenter's,metacentre's,,,,scowl_varcon
spelling_only-04478,metacenters,spelling_only,metacenters,metacentres,,,,scowl_varcon
spelling_only-04480,metaled,spelling_only,metaled,metalled,,metalled,,scowl_varcon
spelling_only-04481,metaling,spelling_only,metaling,metalling,,metalling,,scowl_varcon
spelling_only-04482,metalization,spelling_only,metalization,metallisation,,,,scowl_varcon
spelling_only-04484,metalization's,spelling_only,metalization's,metallisation's,,,,scowl_varcon
spelling_only-04483,metalizations,spelling_only,metalizations,metallisations,,,,scowl_varcon
spelling_only-04485,metalize,spelling_only,metalize,metallise,,,,scowl_varcon
spelling_only-04486,metalized,spelling_only,metalized,metallised,,,,scowl_varcon
spelling_only-04488,metalizes,spelling_only,metalizes,metallises,,,,scowl_varcon
spelling_only-04487,metalizing,spelling_only,metalizing,metallising,,,,scowl_varcon
spelling_only-04491,meter's,spelling_only,meter's,metre's,,metre's,,scowl_varcon
spelling_only-04492,metergram,spelling_only,metergram,metregram,,,,scowl_varcon
spelling_only-04493,meterless,spelling_only,meterless,metreless,,,,scowl_varcon
spelling_only-04494,metership,spelling_only,metership,metreship,,,,scowl_varcon
spelling_only-04495,metestrus,spelling_only,metestrus,metoestrus,,,,scowl_varcon
spelling_only-04496,metestrus's,spelling_only,metestrus's,metoestrus's,,,,scowl_varcon
spelling_only-04497,methemoglobin,spelling_only,methemoglobin,methaemoglobin,,,,scowl_varcon
spelling_only-04498,metope,spelling_only,metope,metopae,,,,scowl_varcon
spelling_only-04499,micelle,spelling_only,micelle,micellae,,,,scowl_varcon
spelling_only-04500,micresthete,spelling_only,micresthete,micraesthete,,,,scowl_varcon
spelling_only-04501,microcolorimeter,spelling_only,microcolorimeter,microcolourimeter,,,,scowl_varcon
spelling_only-04502,microcolorimetric,spelling_only,microcolorimetric,microcolourimetric,,,,scowl_varcon
spelling_only-04503,microcolorimetrically,spelling_only,microcolorimetrically,microcolourimetrically,,,,scowl_varcon
spelling_only-04504,microcolorimetry,spelling_only,microcolorimetry,microcolourimetry,,,,scowl_varcon
spelling_only-04505,microliter,spelling_only,microliter,microlitre,,,,scowl_varcon
spelling_only-04507,microliter's,spelling_only,microliter's,microlitre's,,,,scowl_varcon
spelling_only-04506,microliters,spelling_only,microliters,microlitres,,,,scowl_varcon
spelling_only-04508,micrometer's,spelling_only,micrometer's,micrometre's,,,,scowl_varcon
spelling_only-04509,micromillimeter,spelling_only,micromillimeter,micromillimetre,,,,scowl_varcon
spelling_only-04511,micromillimeter's,spelling_only,micromillimeter's,micromillimetre's,,,,scowl_varcon
spelling_only-04510,micromillimeters,spelling_only,micromillimeters,micromillimetres,,,,scowl_varcon
spelling_only-04515,micropaleontologies,spelling_only,micropaleontologies,micropalaeontologies,,,,scowl_varcon
spelling_only-04512,micropaleontologist,spelling_only,micropaleontologist,micropalaeontologist,,,,scowl_varcon
spelling_only-04513,micropaleontologists,spelling_only,micropaleontologists,micropalaeontologists,,,,scowl_varcon
spelling_only-04514,micropaleontology,spelling_only,micropaleontology,micropalaeontology,,,,scowl_varcon
spelling_only-04516,micropaleontology's,spelling_only,micropaleontology's,micropalaeontology's,,,,scowl_varcon
spelling_only-04517,microspheric,spelling_only,microspheric,microsphaeric,,,,scowl_varcon
spelling_only-04518,milliliter's,spelling_only,milliliter's,millilitre's,,,,scowl_varcon
spelling_only-04519,millimeter's,spelling_only,millimeter's,millimetre's,,,,scowl_varcon
spelling_only-04521,misbehavior's,spelling_only,misbehavior's,misbehaviour's,,,,scowl_varcon
spelling_only-04520,misbehaviors,spelling_only,misbehaviors,misbehaviours,,,,scowl_varcon
spelling_only-04522,miscolor,spelling_only,miscolor,miscolour,,,,scowl_varcon
spelling_only-04526,miscolor's,spelling_only,miscolor's,miscolour's,,,,scowl_varcon
spelling_only-04527,miscoloration,spelling_only,miscoloration,miscolouration,,,,scowl_varcon
spelling_only-04523,miscolored,spelling_only,miscolored,miscoloured,,,,scowl_varcon
spelling_only-04524,miscoloring,spelling_only,miscoloring,miscolouring,,,,scowl_varcon
spelling_only-04525,miscolors,spelling_only,miscolors,miscolours,,,,scowl_varcon
spelling_only-04530,misdemeanor's,spelling_only,misdemeanor's,misdemeanour's,,misdemeanour's,,scowl_varcon
spelling_only-04531,misjudgment,spelling_only,misjudgment,misjudgement,,misjudgment,,scowl_varcon
spelling_only-04533,misjudgment's,spelling_only,misjudgment's,misjudgement's,,misjudgment's,,scowl_varcon
spelling_only-04532,misjudgments,spelling_only,misjudgments,misjudgements,,misjudgments,,scowl_varcon
spelling_only-04534,mislabeled,spelling_only,mislabeled,mislabelled,,,,scowl_varcon
spelling_only-04535,mislabeling,spelling_only,mislabeling,mislabelling,,,,scowl_varcon
spelling_only-04536,mislabor,spelling_only,mislabor,mislabour,,,,scowl_varcon
spelling_only-04540,mislabor's,spelling_only,mislabor's,mislabour's,,,,scowl_varcon
spelling_only-04537,mislabored,spelling_only,mislabored,mislaboured,,,,scowl_varcon
spelling_only-04538,mislaboring,spelling_only,mislaboring,mislabouring,,,,scowl_varcon
spelling_only-04539,mislabors,spelling_only,mislabors,mislabours,,,,scowl_varcon
spelling_only-04541,misopedia,spelling_only,misopedia,misopaedia,,,,scowl_varcon
spelling_only-04542,misopedism,spelling_only,misopedism,misopaedism,,,,scowl_varcon
spelling_only-04543,misopedist,spelling_only,misopedist,misopaedist,,,,scowl_varcon
spelling_only-04544,misopedist's,spelling_only,misopedist's,misopaedist's,,,,scowl_varcon
spelling_only-04545,misrouting,spelling_only,misrouting,misrouteing,,,,scowl_varcon
spelling_only-04548,miter's,spelling_only,miter's,mitre's,,,,scowl_varcon
spelling_only-04546,mitered,spelling_only,mitered,mitred,,,,scowl_varcon
spelling_only-04549,miterer,spelling_only,miterer,mitrer,,,,scowl_varcon
spelling_only-04550,miterer's,spelling_only,miterer's,mitrer's,,,,scowl_varcon
spelling_only-04551,miterflower,spelling_only,miterflower,mitreflower,,,,scowl_varcon
spelling_only-04547,mitering,spelling_only,mitering,mitring,,,,scowl_varcon
